,Unnamed: 0,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
11704,16759,16759,1,2,2,2,1,0,0,0
11711,16766,16766,3,3,1,1,0,1,0,0
11724,16780,16780,2,2,0,4,1,0,0,0
11732,16789,16789,1,3,2,2,1,0,0,0
11759,16821,16821,2,1,1,5,1,0,0,0
11765,16830,16830,0,4,1,3,1,0,0,0
11769,16834,16834,2,1,2,2,0,1,0,0
11790,16859,16859,5,0,1,1,0,1,0,0
11792,16862,16862,0,1,3,0,1,0,0,0
11795,16867,16867,0,1,1,2,1,0,0,0
11800,16872,16872,3,1,2,2,0,1,0,0
11801,16873,16873,1,4,1,2,1,0,0,0
11814,16890,16890,1,1,1,2,1,0,0,0
11819,16895,16895,1,1,4,1,1,1,0,0
11820,16897,16897,3,0,1,4,1,0,0,0
11822,16899,16899,1,2,4,4,1,0,0,0
11825,16903,16903,0,2,3,3,1,1,0,0
11834,16912,16912,4,1,1,2,0,1,0,0
11836,16915,16915,1,2,2,1,1,0,1,0
11849,16929,16929,5,0,0,1,0,1,0,0
11851,16932,16932,4,1,1,2,0,1,0,0
11858,16941,16941,3,2,3,3,0,1,0,0
11859,16942,16942,3,1,2,3,1,1,0,0
11860,16943,16943,1,1,2,2,1,0,0,0
11868,16952,16952,2,1,5,1,1,1,0,0
11877,16963,16963,1,2,3,3,1,1,0,0
11881,16969,16969,0,2,1,2,0,1,0,0
11896,16986,16986,1,0,1,2,1,0,0,0
11899,16989,16989,2,1,1,0,1,0,0,0
11902,16994,16994,2,2,2,4,0,1,0,0
11903,16995,16995,3,1,3,1,0,1,0,0
11906,16998,16998,1,2,3,2,1,1,0,0
11914,17008,17008,0,0,3,2,1,1,0,0
11917,17011,17011,0,3,3,1,1,0,0,0
11926,17021,17021,0,1,2,0,1,0,0,0
11929,17026,17026,1,1,3,2,1,0,0,0
11944,17046,17046,1,2,1,4,1,0,0,0
11960,17067,17067,2,2,2,2,1,0,0,0
11961,17068,17068,0,1,1,2,1,0,0,1
11975,17083,17083,5,0,1,0,0,1,0,0
11980,17088,17088,1,0,4,1,0,1,0,0
11990,17101,17101,1,0,0,3,0,1,0,0
11997,17115,17115,1,2,3,2,1,0,0,0
12000,17121,17121,0,1,2,2,1,0,0,0
12020,17146,17146,1,1,1,2,0,1,0,0
12021,17147,17147,5,1,0,2,0,1,1,0
12024,17154,17154,3,0,3,2,1,1,0,0
12027,17157,17157,1,0,2,3,0,1,0,0
12032,17165,17165,1,4,1,2,1,1,0,0
12041,17179,17179,0,2,3,1,1,0,0,0
12054,17199,17199,1,3,2,1,1,1,0,0
12058,17203,17203,1,1,1,4,1,1,0,0
12059,17204,17204,0,2,2,1,1,0,0,0
12064,17210,17210,2,3,3,3,1,0,0,0
12067,17213,17213,3,1,4,1,1,1,0,0
12072,17218,17218,2,1,3,3,1,0,0,0
12075,17222,17222,0,1,5,4,0,1,0,0
12076,17223,17223,4,0,2,3,0,1,0,0
12080,17229,17229,1,1,1,2,0,1,0,0
12081,17230,17230,0,3,2,2,0,1,1,0
12087,17238,17238,1,1,1,2,0,1,0,0
12088,17239,17239,0,0,3,2,1,1,0,0
12089,17240,17240,1,1,2,3,0,1,0,0
12091,17243,17243,2,1,4,3,1,0,0,0
12092,17244,17244,2,0,1,2,0,1,0,0
12093,17245,17245,1,1,3,2,1,0,0,0
12098,17255,17255,1,1,1,2,0,1,0,0
12111,17273,17273,1,4,2,1,1,0,0,0
12126,17290,17290,1,0,4,3,0,1,0,0
12132,17297,17297,2,1,1,3,0,1,0,0
12155,17332,17332,6,1,1,1,0,1,0,0
12156,17333,17333,0,4,3,1,1,0,0,0
12160,17338,17338,0,4,3,2,2,0,0,0
12183,17366,17366,1,4,1,1,0,1,0,0
12184,17367,17367,0,2,2,3,0,1,0,0
12195,17381,17381,1,3,1,1,0,1,0,0
12196,17382,17382,4,2,1,1,0,1,0,0
12209,17398,17398,3,0,2,2,0,1,0,0
12231,17430,17430,1,0,1,1,0,1,0,0
12233,17436,17436,1,2,1,1,0,1,0,0
12240,17452,17452,6,2,0,2,0,1,0,0
12241,17453,17453,5,0,1,0,0,1,0,1
12253,17479,17479,1,4,2,0,1,0,0,0
12269,17509,17509,1,0,2,2,1,0,0,0
12282,17533,17533,2,0,1,3,0,1,0,0
12300,17562,17562,0,3,0,2,0,1,0,0
12307,17575,17575,1,4,4,2,2,0,0,0
12310,17578,17578,3,2,1,2,0,1,0,1
12317,17591,17591,4,1,1,3,0,1,0,0
12336,17625,17625,0,1,5,2,1,0,0,0
12339,17631,17631,2,1,2,3,0,1,0,0
12342,17634,17634,2,0,3,2,0,1,0,0
12345,17637,17637,2,1,2,1,1,2,0,0
12356,17654,17654,2,0,4,1,0,2,0,0
12383,17697,17697,2,2,2,1,1,0,0,0
12387,17703,17703,2,2,3,2,1,0,0,0
12395,17715,17715,3,2,4,2,1,0,0,0
12396,17716,17716,0,2,4,1,1,0,0,0
12412,17736,17736,2,3,2,1,1,0,0,0
12420,17747,17747,3,0,1,2,0,1,0,0
12435,17771,17771,3,1,2,4,0,1,0,0
12436,17774,17774,0,6,0,0,1,0,0,0
12442,17790,17790,0,2,2,4,1,1,0,0
12447,17796,17796,0,1,0,1,0,1,0,0
12453,17808,17808,1,0,2,3,1,0,0,0
12464,17822,17822,4,1,1,2,0,1,0,0
12470,17829,17829,0,1,1,2,0,1,0,0
12487,17858,17858,0,1,3,3,1,0,0,0
12489,17863,17863,4,0,2,2,0,1,0,0
12507,17887,17887,1,0,1,4,1,0,0,0
12508,17889,17889,4,5,5,3,1,0,0,0
12524,17909,17909,2,1,3,4,0,1,0,0
12542,17931,17931,4,1,1,1,0,1,0,0
12543,17934,17934,2,2,2,3,2,1,0,0
12574,17983,17983,1,2,3,2,0,1,0,0
12585,18000,18000,2,2,2,2,1,0,0,0
12588,18005,18005,3,0,0,0,0,1,0,0
12614,18050,18050,0,0,0,5,1,0,0,0
12643,18096,18096,0,0,0,1,0,1,0,0
12664,18123,18123,3,1,2,1,1,0,0,0
12681,18149,18149,0,0,3,3,0,1,0,0
12695,18169,18169,2,0,2,3,0,1,0,0
12696,18170,18170,0,0,2,6,1,0,0,0
12697,18171,18171,1,2,1,2,1,0,0,0
12708,18192,18192,0,1,3,4,1,0,0,0
12729,18226,18226,2,1,3,2,0,1,0,0
12742,18247,18247,2,1,3,2,0,1,0,0
12744,18250,18250,2,1,3,2,0,1,0,0
12747,18254,18254,1,3,3,3,1,0,0,1
12750,18258,18258,3,2,3,4,0,1,0,0
12759,18274,18274,0,1,1,2,1,0,0,0
12763,18283,18283,1,1,1,1,0,1,0,0
12774,18305,18305,0,6,1,0,1,0,0,0
12778,18309,18309,0,0,3,5,0,1,0,0
12784,18323,18323,0,0,2,0,1,0,0,0
12787,18330,18330,3,2,1,1,1,1,0,0
12802,18354,18354,4,0,1,3,0,1,0,0
12803,18356,18356,1,3,3,1,1,0,0,0
12813,18374,18374,1,1,1,2,1,0,0,0
12820,18386,18386,2,0,2,2,0,1,0,0
12851,18435,18435,1,0,2,2,0,1,0,0
12852,18436,18436,1,2,3,1,1,0,0,0
12854,18439,18439,3,0,1,1,0,1,0,0
12859,18445,18445,3,0,3,0,0,1,0,0
12860,18447,18447,1,2,2,2,1,0,0,0
12866,18455,18455,2,2,5,2,0,1,0,0
12869,18461,18461,1,0,1,4,1,1,0,0
12871,18464,18464,0,0,5,3,1,0,0,0
12876,18474,18474,2,1,2,1,1,1,0,0
12890,18498,18498,0,2,2,1,1,0,0,0
12891,18499,18499,0,3,3,2,1,0,0,0
12894,18504,18504,2,0,1,1,0,1,0,0
12902,18514,18514,3,1,0,2,0,1,0,0
12904,18518,18518,0,2,1,4,1,0,0,1
12918,18557,18557,4,1,0,3,0,1,0,0
12920,18559,18559,6,0,0,5,0,1,0,0
12935,18588,18588,2,1,2,1,1,0,0,0
12942,18600,18600,2,0,5,1,1,0,0,0
12945,18607,18607,2,2,0,2,0,1,0,0
12949,18617,18617,2,5,0,2,1,0,0,0
12954,18628,18628,0,0,1,3,1,1,0,0
12963,18643,18643,2,0,2,1,0,1,0,0
12967,18648,18648,2,0,3,1,0,1,0,0
13012,18726,18726,1,3,3,2,1,0,0,0
13038,18768,18768,1,1,1,3,1,0,0,0
13049,18785,18785,1,0,0,2,1,0,0,0
13050,18786,18786,2,2,5,2,1,0,0,0
13056,18796,18796,3,1,2,1,0,1,0,0
13059,18802,18802,2,0,1,0,0,1,0,0
13061,18805,18805,4,2,2,0,0,1,0,0
13066,18812,18812,0,1,1,2,1,0,0,0
13072,18820,18820,2,3,2,4,1,1,0,0
13073,18824,18824,0,2,1,2,1,0,0,0
13096,18869,18869,0,0,0,0,1,0,0,0
13100,18873,18873,4,1,2,1,0,1,0,0
13134,18935,18935,1,0,0,1,0,1,0,0
13210,19072,19072,2,0,2,3,0,1,1,0
13239,19120,19120,4,0,1,1,0,1,0,0
13246,19133,19133,1,3,2,3,0,1,0,0
13248,19136,19136,1,2,2,3,0,1,0,0
13254,19150,19150,2,0,3,3,0,1,0,1
13264,19175,19175,3,1,0,1,0,1,0,0
13273,19199,19199,0,0,3,2,1,0,0,0
13278,19207,19207,0,4,2,0,1,0,0,0
13284,19215,19215,1,3,3,2,1,0,0,0
13288,19225,19225,0,1,2,2,0,1,0,0
13317,19283,19283,1,1,2,2,1,0,0,0
13339,19323,19323,1,1,0,1,1,0,0,0
13342,19326,19326,2,4,3,3,1,0,0,0
13343,19328,19328,2,2,1,5,0,1,0,0
13369,19374,19374,2,0,2,2,0,2,0,0
13387,19421,19421,5,1,1,2,0,1,0,0
13391,19430,19430,2,3,2,3,1,0,0,0
13404,19452,19452,0,4,1,0,1,0,0,0
13410,19464,19464,0,3,0,2,0,1,0,0
13411,19466,19466,4,0,4,0,0,1,0,0
13436,19530,19530,6,0,0,2,1,0,0,0
13443,19539,19539,2,0,2,0,0,1,0,0
13446,19544,19544,0,2,1,2,0,1,0,0
13456,19568,19568,2,2,2,1,0,1,0,0
13464,19585,19585,4,0,1,2,1,0,0,0
13489,19637,19637,1,0,2,4,0,1,0,0
13503,19680,19680,1,4,2,2,1,0,0,0
13529,19732,19732,3,1,1,3,0,1,0,0
13530,19733,19733,1,1,0,0,0,1,0,0
13587,19860,19860,3,0,0,0,0,2,0,0
13617,19915,19915,1,6,2,4,1,0,0,0
13638,19965,19965,4,1,0,2,0,1,0,0
13643,19975,19975,0,2,0,2,0,1,0,0
13674,20040,20040,2,0,2,1,0,1,0,0
13694,20076,20076,1,2,4,2,0,1,0,1
13695,20079,20079,1,3,2,3,0,1,0,0
13699,20088,20088,1,1,1,4,0,1,0,0
13701,20093,20093,0,1,1,2,0,1,1,0
13707,20109,20109,1,1,4,1,0,1,0,0
13716,20124,20124,2,0,4,3,1,0,0,0
13718,20126,20126,1,0,2,4,1,2,0,0
13719,20127,20127,3,0,2,2,0,1,0,0
13725,20133,20133,1,0,1,2,1,0,0,0
13728,20136,20136,1,4,3,3,2,0,0,0
13732,20140,20140,2,0,0,2,0,1,1,0
13734,20142,20142,2,2,3,4,0,1,0,0
13739,20147,20147,2,2,0,0,1,0,0,0
13752,20160,20160,2,0,2,4,0,1,0,0
13753,20161,20161,3,2,2,2,0,1,0,0
13755,20163,20163,1,2,4,0,1,0,0,0
13756,20164,20164,2,1,2,3,1,0,0,0
13761,20169,20169,4,4,4,1,1,0,0,0
13771,20179,20179,1,2,5,1,0,1,0,0
13772,20180,20180,4,0,0,0,0,1,0,0
13774,20182,20182,1,1,2,4,0,2,0,0
13782,20190,20190,0,0,4,5,1,0,0,0
13783,20191,20191,3,1,3,3,0,1,0,0
13784,20192,20192,1,3,2,4,0,1,0,0
13787,20195,20195,0,0,1,1,1,0,0,0
13788,20196,20196,2,2,3,2,0,1,0,0
13796,20204,20204,0,2,2,1,1,0,0,0
13802,20210,20210,2,0,5,3,0,2,0,1
13807,20215,20215,0,1,3,2,0,1,2,0
13808,20216,20216,4,4,4,2,1,1,0,0
13819,20227,20227,4,2,2,1,0,1,0,0
13822,20230,20230,1,1,1,3,1,0,1,0
13824,20232,20232,1,1,2,5,1,0,0,0
13829,20237,20237,1,0,4,5,0,1,0,0
13830,20238,20238,3,0,2,3,0,1,0,0
13833,20241,20241,1,1,5,6,0,1,0,0
13834,20242,20242,2,3,1,4,0,1,0,0
13838,20246,20246,0,1,3,2,1,0,0,0
13842,20250,20250,1,1,0,2,0,1,0,0
13843,20251,20251,1,2,2,3,1,0,0,0
13845,20253,20253,0,0,1,0,0,1,1,0
13848,20256,20256,4,1,0,0,1,1,0,0
13849,20257,20257,0,2,1,4,1,0,0,0
13851,20259,20259,0,1,4,1,1,0,0,0
13855,20263,20263,3,1,1,8,1,0,0,0
13857,20265,20265,2,0,2,1,0,1,0,0
13862,20270,20270,1,1,4,4,0,1,0,0
13863,20271,20271,1,3,3,3,1,1,0,0
13865,20273,20273,1,2,1,2,1,1,0,0
13866,20274,20274,0,2,2,4,0,1,0,0
13867,20275,20275,2,1,2,1,0,1,0,0
13873,20281,20281,3,0,1,5,0,1,0,0
13875,20283,20283,5,0,2,2,0,1,0,0
13878,20286,20286,1,0,3,3,0,1,0,0
13879,20287,20287,2,3,1,3,1,1,0,0
13882,20290,20290,1,1,1,3,1,0,0,0
13883,20291,20291,1,6,3,2,1,0,0,0
13885,20293,20293,0,1,2,4,1,0,0,0
13886,20294,20294,2,4,4,4,1,0,0,1
13890,20298,20298,0,0,4,3,1,0,0,1
13902,20310,20310,2,2,0,2,1,1,0,0
13908,20316,20316,0,1,4,3,1,0,0,0
13910,20318,20318,3,1,0,0,0,1,0,0
13913,20321,20321,2,4,2,4,1,0,0,0
13914,20322,20322,4,2,2,4,0,1,0,0
13917,20325,20325,2,0,2,3,0,1,0,0
13919,20327,20327,2,0,3,5,0,2,0,0
13927,20335,20335,1,3,1,3,1,0,0,0
13930,20338,20338,0,1,0,0,1,0,0,0
13932,20340,20340,2,2,6,5,0,1,0,0
13933,20341,20341,1,3,4,5,1,0,0,0
13934,20342,20342,2,1,6,3,1,0,0,0
13942,20350,20350,1,3,2,5,3,3,0,0
13944,20352,20352,2,1,2,5,1,1,0,0
13946,20354,20354,3,0,1,2,0,1,1,0
13948,20356,20356,1,1,3,4,0,1,0,0
13949,20357,20357,3,1,5,4,1,1,0,1
13953,20361,20361,0,4,2,2,1,0,0,0
13957,20365,20365,1,1,5,2,1,1,0,0
13959,20367,20367,0,1,2,4,0,1,0,0
13964,20372,20372,0,1,5,5,1,0,0,0
13966,20374,20374,2,1,0,3,0,2,0,0
13969,20377,20377,0,1,2,5,1,1,0,0
13977,20385,20385,1,0,6,5,1,0,0,0
13980,20388,20388,3,1,2,2,0,1,0,0
13984,20392,20392,3,1,4,5,1,1,1,0
13985,20393,20393,2,1,2,2,0,1,0,0
13986,20394,20394,0,1,2,6,1,0,0,0
13989,20397,20397,1,1,0,1,1,0,0,0
13994,20402,20402,0,5,0,3,1,0,0,0
13995,20403,20403,3,3,3,2,0,1,0,0
14002,20410,20410,0,1,3,2,1,0,0,0
14010,20419,20419,1,1,0,0,2,0,0,0
14012,20421,20421,0,0,2,2,0,1,0,0
14014,20423,20423,1,3,1,4,0,1,0,0
14016,20425,20425,0,4,3,1,2,0,0,0
14025,20434,20434,2,1,2,6,0,2,0,0
14029,20438,20438,1,0,3,3,1,0,0,0
14034,20443,20443,2,1,3,2,0,1,0,0
14039,20448,20448,0,4,3,0,1,0,0,0
14041,20450,20450,5,1,2,3,0,1,0,0
14043,20452,20452,0,0,5,5,0,2,0,0
14047,20456,20456,0,2,3,2,1,0,0,0
14058,20468,20468,3,1,0,0,0,1,0,0
14062,20472,20472,1,2,3,1,1,0,0,0
14063,20473,20473,4,0,1,4,0,1,0,0
14064,20474,20474,1,2,4,4,0,1,0,0
14067,20477,20477,1,0,5,2,1,0,0,0
14070,20480,20480,1,2,3,3,0,1,0,0
14087,20498,20498,0,0,3,5,1,1,0,0
14092,20503,20503,2,0,3,5,1,0,0,0
14102,20514,20514,2,2,3,0,1,0,0,0
14110,20522,20522,2,1,4,4,0,1,0,1
14113,20525,20525,2,2,1,2,0,2,0,0
14117,20529,20529,2,2,1,3,0,1,0,0
14119,20531,20531,2,1,4,5,0,1,0,1
14121,20533,20533,0,2,0,2,1,0,0,0
14122,20534,20534,3,1,4,1,1,2,0,0
14125,20537,20537,0,2,1,2,1,0,0,0
14133,20545,20545,3,2,4,2,0,1,0,0
14138,20550,20550,1,1,2,1,1,0,0,0
14142,20554,20554,0,4,2,2,1,0,0,0
14144,20556,20556,3,1,0,6,0,1,0,0
14148,20560,20560,2,0,2,3,0,1,0,0
14149,20561,20561,2,1,3,3,2,1,0,0
14150,20562,20562,1,0,4,3,1,0,0,0
14155,20567,20567,0,2,4,1,1,0,0,0
14170,20582,20582,1,0,4,2,1,0,0,0
14172,20584,20584,4,0,0,4,0,2,0,0
14173,20585,20585,3,3,2,2,0,1,0,0
14175,20587,20587,1,1,0,2,0,1,0,0
14179,20591,20591,1,2,0,3,0,1,1,0
14184,20596,20596,0,1,2,5,1,1,0,0
14187,20599,20599,0,1,1,3,0,1,0,0
14201,20613,20613,1,0,5,1,0,1,0,0
14208,20620,20620,3,0,5,1,1,0,0,0
14217,20629,20629,2,1,3,2,0,1,0,0
14220,20632,20632,0,0,2,4,0,1,0,0
14221,20633,20633,2,1,1,3,0,1,0,0
14222,20634,20634,1,0,4,3,0,1,0,0
14223,20635,20635,1,6,3,1,2,0,0,0
14231,20643,20643,1,2,3,4,1,0,0,0
14235,20647,20647,3,1,2,2,0,1,0,1
14239,20652,20652,4,4,4,4,0,1,0,0
14241,20654,20654,0,0,2,4,0,1,0,0
14243,20657,20657,0,1,4,3,1,0,0,0
14245,20659,20659,2,1,1,4,1,0,0,0
14250,20664,20664,2,1,1,3,0,2,0,0
14255,20669,20669,2,1,2,4,0,1,0,0
14263,20677,20677,2,2,2,2,1,1,0,0
14265,20679,20679,1,0,2,1,0,2,0,0
14268,20682,20682,3,1,4,3,0,1,0,0
14271,20685,20685,4,0,1,4,0,1,0,0
14273,20687,20687,4,1,1,1,0,1,0,0
14275,20689,20689,3,1,5,2,1,0,0,0
14276,20690,20690,4,3,2,4,1,0,0,0
14278,20692,20692,3,1,3,2,0,1,0,0
14279,20693,20693,1,0,1,4,0,1,0,0
14280,20694,20694,0,0,1,2,0,1,0,0
14283,20697,20697,1,1,4,2,1,0,0,0
14285,20699,20699,0,0,3,5,1,0,0,0
14287,20701,20701,1,1,3,3,1,0,0,0
14292,20706,20706,2,1,2,4,1,2,0,0
14300,20714,20714,2,2,0,3,0,1,0,0
14301,20715,20715,4,0,2,3,0,1,0,0
14303,20717,20717,2,3,2,1,1,0,0,0
14304,20718,20718,1,5,2,0,1,0,0,0
14306,20720,20720,3,0,1,5,0,2,0,0
14307,20721,20721,1,0,2,1,1,0,0,0
14310,20724,20724,2,1,3,4,0,1,0,0
14313,20727,20727,1,1,0,3,1,0,0,0
14316,20730,20730,1,1,2,3,1,0,0,0
14327,20742,20742,3,2,4,3,1,1,0,0
14330,20745,20745,3,2,4,3,1,0,0,0
14331,20746,20746,2,2,5,3,1,0,0,0
14340,20755,20755,2,2,3,6,0,1,0,0
14343,20758,20758,4,1,2,4,0,1,0,0
14345,20760,20760,1,2,1,5,1,0,0,0
14347,20762,20762,3,2,5,2,0,1,0,0
14348,20763,20763,2,0,1,3,1,0,0,0
14349,20764,20764,1,1,3,2,2,0,0,0
14356,20771,20771,0,2,2,3,1,0,0,0
14361,20776,20776,2,1,1,4,0,1,0,0
14362,20777,20777,2,1,1,4,1,0,0,0
14370,20785,20785,1,0,3,4,0,1,0,0
14377,20792,20792,1,1,2,5,1,1,0,0
14381,20796,20796,1,2,4,5,1,0,0,0
14385,20800,20800,1,1,4,1,0,1,0,0
14386,20801,20801,1,1,3,3,1,0,0,0
14390,20805,20805,0,2,1,4,0,1,0,0
14397,20812,20812,0,2,4,5,1,2,1,0
14409,20824,20824,1,0,3,3,1,0,0,0
14413,20828,20828,0,0,3,3,0,1,0,0
14422,20837,20837,2,0,2,4,0,1,0,0
14426,20841,20841,1,0,2,2,1,0,0,0
14433,20848,20848,4,1,4,1,0,1,0,0
14434,20849,20849,0,1,2,4,0,1,0,0
14440,20855,20855,1,0,5,2,1,0,0,0
14445,20860,20860,1,0,3,5,0,2,0,0
14453,20868,20868,1,3,0,4,0,1,0,0
14460,20875,20875,1,1,3,4,1,0,0,0
14462,20877,20877,1,0,2,3,0,1,0,0
14464,20879,20879,1,1,4,4,1,0,0,0
14472,20887,20887,3,2,4,1,0,1,0,0
14476,20891,20891,1,0,4,2,0,1,0,0
14479,20894,20894,3,2,4,5,1,0,0,1
14482,20897,20897,2,1,7,5,1,1,0,0
14483,20898,20898,2,2,3,1,0,1,0,0
14490,20905,20905,2,0,3,3,1,0,0,0
14492,20907,20907,0,1,3,4,1,1,0,0
14498,20913,20913,0,1,3,3,0,1,0,0
14502,20917,20917,1,2,3,2,2,0,0,0
14504,20919,20919,1,1,4,2,0,1,0,0
14507,20922,20922,0,2,3,4,1,0,0,0
14510,20925,20925,1,1,4,6,0,2,0,0
14511,20926,20926,2,0,2,2,0,1,0,0
14520,20935,20935,1,1,1,3,0,1,0,0
14521,20936,20936,4,0,1,3,0,1,0,0
14528,20943,20943,2,2,4,2,0,1,0,0
14533,20949,20949,1,1,3,3,1,0,0,0
14535,20951,20951,1,2,3,1,1,0,0,0
14543,20959,20959,1,1,2,6,0,1,0,0
14544,20960,20960,3,0,2,5,0,1,0,0
14550,20966,20966,2,1,2,5,0,1,0,0
14552,20969,20969,1,0,3,5,0,1,0,0
14555,20972,20972,0,1,6,3,3,0,0,0
14559,20976,20976,1,0,6,6,0,1,0,0
14560,20977,20977,2,1,1,7,0,2,0,0
14564,20982,20982,0,1,2,4,0,1,0,0
14571,20989,20989,1,1,3,4,0,1,0,0
14573,20991,20991,1,2,5,5,1,0,0,0
14574,20992,20992,2,1,6,3,0,2,0,0
14575,20993,20993,2,1,5,4,1,0,0,0
14576,20995,20995,1,0,3,1,1,1,0,0
14579,20998,20998,1,2,2,1,1,0,0,0
14582,21001,21001,2,0,3,2,1,0,0,0
14584,21003,21003,2,1,2,5,1,0,0,0
14585,21004,21004,2,0,1,5,0,1,0,0
14599,21018,21018,5,0,1,3,0,1,0,0
14600,21019,21019,1,1,0,5,0,1,0,0
14601,21020,21020,0,2,0,0,1,0,0,0
14602,21021,21021,5,0,1,4,0,1,0,0
14604,21023,21023,0,2,2,6,0,1,0,0
14606,21025,21025,1,3,2,4,1,0,0,0
14607,21026,21026,1,1,3,3,1,0,0,0
14608,21027,21027,0,1,2,6,1,0,0,0
14614,21033,21033,1,0,3,0,0,1,0,0
14623,21042,21042,0,1,7,6,1,0,0,0
14628,21047,21047,1,1,3,1,1,0,0,0
14629,21048,21048,4,3,4,4,1,1,0,0
14632,21051,21051,2,1,4,3,1,0,0,0
14634,21053,21053,0,3,5,3,1,0,0,0
14637,21057,21057,2,0,0,4,0,1,0,0
14638,21058,21058,2,2,3,4,0,1,0,0
14652,21073,21073,2,1,2,4,1,0,0,0
14655,21076,21076,0,2,4,1,1,0,0,0
14656,21077,21077,1,0,3,3,2,1,0,0
14657,21078,21078,0,1,3,1,0,1,0,0
14664,21085,21085,1,0,5,5,1,1,0,0
14668,21089,21089,3,1,5,2,0,1,0,0
14674,21095,21095,1,0,3,2,1,0,0,0
14675,21096,21096,1,2,3,2,0,1,0,0
14678,21099,21099,2,0,1,4,0,1,0,0
14681,21102,21102,1,1,6,4,0,1,0,0
14682,21103,21103,2,2,4,4,1,1,0,0
14685,21106,21106,1,1,3,4,3,2,0,0
14686,21107,21107,3,2,3,3,0,2,0,0
14689,21110,21110,2,0,1,0,0,1,0,0
14690,21111,21111,0,3,3,3,1,0,0,0
14700,21121,21121,1,1,1,2,0,1,0,0
14701,21122,21122,0,2,7,6,2,0,0,0
14702,21123,21123,0,1,2,3,0,1,0,1
14706,21127,21127,1,3,3,2,0,1,0,0
14707,21128,21128,1,2,3,4,0,1,1,0
14709,21130,21130,1,0,3,3,1,0,0,0
14710,21131,21131,2,1,5,3,0,1,0,0
14711,21132,21132,4,1,1,2,0,1,0,0
14712,21133,21133,2,2,3,5,1,1,0,0
14714,21135,21135,1,1,3,2,1,0,0,0
14718,21139,21139,0,2,3,0,1,0,0,0
14724,21145,21145,0,1,3,5,1,1,0,0
14725,21146,21146,2,0,2,4,0,1,0,0
14727,21148,21148,1,0,5,4,2,0,0,0
14732,21154,21154,1,2,3,2,0,1,0,0
14740,21162,21162,1,1,5,4,1,1,0,0
14741,21163,21163,5,0,1,2,0,1,0,0
14744,21166,21166,1,1,2,0,1,0,0,0
14745,21167,21167,2,0,2,5,0,1,0,0
14746,21168,21168,1,1,1,2,0,1,0,0
14751,21173,21173,1,1,3,3,1,0,0,0
14757,21179,21179,1,3,4,4,2,0,1,0
14758,21180,21180,1,0,3,2,0,1,0,0
14760,21182,21182,1,2,4,3,2,0,0,0
14763,21185,21185,1,0,3,4,0,1,0,0
14770,21192,21192,0,1,2,2,1,0,0,0
14771,21193,21193,0,2,1,2,1,0,0,0
14773,21195,21195,1,0,2,5,0,1,0,0
14776,21198,21198,0,1,2,2,0,1,0,0
14777,21199,21199,0,3,5,2,1,0,0,0
14781,21203,21203,4,0,0,3,0,1,0,0
14787,21209,21209,3,1,2,3,0,1,0,0
14788,21210,21210,2,1,1,5,0,1,0,0
14789,21211,21211,2,2,4,4,0,1,0,0
14795,21218,21218,0,1,3,4,0,1,0,0
14799,21222,21222,3,1,2,5,1,0,0,0
14803,21226,21226,0,0,3,2,1,0,0,0
14804,21227,21227,1,0,3,5,0,1,0,0
14805,21228,21228,3,2,2,3,1,0,0,0
14809,21232,21232,2,1,2,2,1,0,0,0
14810,21233,21233,1,0,3,4,0,2,0,0
14816,21239,21239,1,0,3,4,1,1,0,0
14818,21241,21241,2,2,3,4,1,1,0,0
14821,21244,21244,2,0,2,3,0,2,0,0
14822,21245,21245,1,1,2,1,1,0,0,0
14825,21248,21248,1,1,3,1,1,0,0,0
14840,21263,21263,1,1,0,5,0,1,0,0
14846,21269,21269,1,3,2,3,0,1,0,0
14851,21274,21274,2,3,2,6,1,0,0,0
14854,21277,21277,4,2,4,4,1,3,0,0
14855,21278,21278,0,0,2,5,0,1,0,0
14856,21279,21279,0,0,2,7,0,2,0,0
14859,21283,21283,0,2,3,3,1,0,0,0
14861,21285,21285,2,1,4,7,0,1,0,0
14862,21286,21286,0,1,1,6,1,0,0,0
14865,21289,21289,1,0,3,5,1,0,0,0
14868,21292,21292,0,6,3,0,1,0,0,0
14872,21296,21296,1,4,1,2,1,0,0,0
14876,21300,21300,1,1,4,1,2,0,0,0
14879,21304,21304,1,1,4,4,1,1,0,0
14884,21309,21309,0,2,3,3,1,0,0,0
14887,21313,21313,2,1,2,3,1,0,0,0
14888,21314,21314,0,2,2,3,1,0,0,0
14889,21315,21315,0,0,1,5,0,1,0,0
14907,21334,21334,2,2,1,2,1,3,0,0
14908,21335,21335,4,2,2,4,0,1,0,0
14910,21337,21337,1,1,5,1,1,0,0,0
14914,21341,21341,2,0,1,4,0,2,0,0
14915,21342,21342,2,0,1,1,0,1,0,0
14923,21351,21351,2,1,4,3,0,2,0,0
14924,21352,21352,0,1,5,5,1,0,0,0
14928,21356,21356,1,0,3,2,1,0,0,0
14935,21363,21363,1,2,5,6,0,1,0,0
14937,21365,21365,2,2,3,3,1,0,0,0
14938,21366,21366,1,1,6,1,1,0,0,0
14941,21369,21369,1,0,2,3,0,1,0,0
14944,21372,21372,2,0,0,3,0,1,0,0
14945,21373,21373,1,0,2,2,0,1,1,0
