,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
14441,14441,2,3,2,4,0,0,0,0
14442,14442,3,0,1,5,0,1,0,0
14443,14443,2,3,3,1,0,0,0,0
14444,14444,0,6,1,1,0,0,0,0
14445,14445,3,0,2,3,0,0,0,0
14446,14446,2,1,2,2,0,0,0,0
14447,14447,2,1,2,2,0,0,0,0
14448,14448,1,3,2,0,1,1,0,0
14449,14449,1,0,3,2,0,0,0,0
14450,14450,1,0,3,2,0,0,0,0
14451,14451,4,1,0,1,0,0,0,0
14452,14452,0,1,4,3,0,0,1,0
14453,14453,0,2,2,2,0,0,0,0
14454,14454,1,1,2,2,0,0,0,0
14455,14455,0,0,2,3,0,0,0,0
14456,14456,2,1,1,2,0,0,0,0
14457,14457,1,1,1,4,0,0,0,0
14458,14458,2,2,4,6,0,0,0,0
14459,14459,1,4,3,1,0,0,0,0
14460,14460,4,2,2,3,0,0,0,0
14461,14461,0,0,1,1,0,0,0,0
14462,14462,4,1,2,4,0,0,0,0
14463,14463,1,1,1,2,0,0,0,0
14464,14464,1,3,2,2,0,0,0,0
14465,14465,2,1,4,2,0,0,0,0
14466,14466,2,1,1,3,0,0,0,0
14467,14467,2,2,1,4,0,1,0,0
14468,14468,2,2,0,2,0,0,0,0
14469,14469,0,0,0,2,0,0,0,0
14470,14470,3,2,2,5,0,0,0,0
14471,14471,1,1,1,2,0,0,0,0
14472,14472,3,0,1,2,0,0,0,0
14473,14473,4,1,2,3,0,0,0,1
14474,14474,1,0,1,2,0,0,0,0
14475,14475,0,1,2,2,0,0,0,0
14476,14476,2,2,3,2,0,1,0,0
14477,14477,0,1,3,3,0,0,0,0
14478,14478,0,1,2,2,1,1,0,0
14479,14479,3,1,1,2,0,0,0,0
14480,14480,1,3,2,1,0,0,0,0
14481,14481,3,1,1,1,0,0,0,0
14482,14482,3,1,1,4,0,1,0,0
14483,14483,4,1,1,2,0,1,0,0
14484,14484,4,0,0,3,0,0,0,0
14485,14485,0,2,3,1,1,1,0,0
14486,14486,3,1,2,4,0,0,0,0
14487,14487,1,5,1,1,0,0,0,0
14488,14488,2,1,1,3,1,1,0,0
14489,14489,4,0,3,2,0,1,0,0
14490,14490,3,2,1,2,0,0,0,0
14491,14491,3,2,2,5,0,0,0,0
14492,14492,0,0,1,3,0,0,0,0
14493,14493,1,2,1,1,0,0,0,0
14494,14494,1,1,0,1,0,0,0,0
14495,14495,2,0,3,3,0,1,0,0
14496,14496,3,1,1,1,0,0,0,0
14497,14497,4,1,4,1,0,1,0,0
14498,14498,3,0,3,3,0,0,0,0
14499,14499,3,1,1,1,0,0,0,0
14500,14500,1,0,2,2,0,0,0,0
14501,14501,3,0,4,2,0,1,0,0
14502,14502,4,1,1,1,0,0,0,0
14503,14503,2,0,1,1,0,0,0,0
14504,14504,2,2,4,1,0,0,0,0
14505,14505,1,1,2,2,1,1,0,0
14506,14506,0,1,1,3,0,0,0,0
14507,14507,2,4,1,0,0,0,0,0
14508,14508,1,0,3,2,0,0,0,0
14509,14509,0,2,3,2,0,0,0,0
14510,14510,4,0,3,2,0,0,0,0
14511,14511,1,0,1,2,0,0,0,0
14512,14512,0,0,1,1,0,0,0,0
14513,14513,6,2,1,2,0,0,0,0
14514,14514,1,4,4,1,1,1,0,0
14515,14515,1,0,4,2,0,0,0,0
14516,14516,3,1,2,2,0,1,0,0
14517,14517,1,3,4,3,0,1,0,0
14518,14518,3,0,4,4,0,0,0,0
14519,14519,5,3,1,3,0,0,0,0
14520,14520,4,1,2,2,0,0,0,0
14521,14521,4,0,0,2,0,1,0,0
14522,14522,0,1,2,2,0,0,0,0
14523,14523,2,1,3,2,0,0,0,0
14524,14524,1,2,2,2,2,0,0,0
14525,14525,1,0,2,4,0,0,0,0
14526,14526,0,0,1,0,0,0,0,0
14527,14527,1,1,3,1,0,0,0,0
14528,14528,1,1,4,3,0,0,0,0
14529,14529,1,4,3,2,0,0,0,0
14530,14530,2,2,2,1,0,0,0,0
14531,14531,1,0,0,2,0,0,0,0
14532,14532,1,0,3,4,0,0,0,0
14533,14533,0,3,1,2,0,0,0,0
14534,14534,0,2,3,2,0,0,1,0
14535,14535,0,1,4,3,0,0,0,0
14536,14536,1,3,3,2,1,0,0,0
14537,14537,2,1,2,3,1,0,0,0
14538,14538,2,3,3,4,0,0,0,0
14539,14539,3,3,3,4,1,0,0,0
14540,14540,2,2,1,0,0,0,0,0
14541,14541,2,0,2,2,0,0,0,0
14542,14542,2,1,1,3,0,1,0,0
14543,14543,1,0,3,2,0,0,0,0
14544,14544,2,1,3,1,0,0,0,0
14545,14545,0,2,1,1,0,0,0,0
14546,14546,2,2,3,2,0,0,0,0
14547,14547,1,0,2,1,0,0,0,0
14548,14548,1,1,2,3,0,0,1,0
14549,14549,0,0,2,1,0,0,0,0
14550,14550,2,3,3,2,0,0,0,0
14551,14551,2,1,1,2,0,0,0,0
14552,14552,0,2,3,3,0,0,0,0
14553,14553,3,2,2,4,0,0,0,0
14554,14554,3,3,3,6,0,0,0,0
14555,14555,0,2,2,3,1,0,0,0
14556,14556,1,0,2,1,0,0,0,0
14557,14557,1,0,0,1,0,0,0,0
14558,14558,0,0,1,5,0,0,0,0
14559,14559,1,0,2,1,1,2,0,0
14560,14560,4,1,1,2,0,0,0,0
14561,14561,2,0,0,3,0,0,0,0
14562,14562,4,1,3,1,0,0,0,0
14563,14563,2,1,2,1,1,2,0,0
14564,14564,5,1,3,3,0,0,0,0
14565,14565,0,1,2,5,0,0,0,0
14566,14566,4,0,1,5,0,0,0,0
14567,14567,2,0,2,1,0,0,0,0
14568,14568,3,1,1,2,0,0,0,0
14569,14569,0,0,1,2,0,0,0,0
14570,14570,0,1,2,2,0,0,0,0
14571,14571,3,0,0,3,0,0,0,0
14572,14572,1,1,2,3,0,0,0,1
14573,14573,0,0,1,4,0,1,0,0
14574,14574,1,2,3,5,0,1,0,0
14575,14575,1,1,0,3,0,0,0,0
14576,14576,4,0,0,3,0,0,0,0
14577,14577,3,3,2,1,1,0,0,0
14578,14578,1,1,2,0,0,0,0,0
14579,14579,2,2,1,2,0,0,0,0
14580,14580,1,1,1,0,0,0,0,0
14581,14581,0,0,1,2,0,1,1,0
14582,14582,0,2,1,4,0,0,0,0
14583,14583,4,1,0,3,0,0,0,0
14584,14584,2,2,2,3,1,0,0,0
14585,14585,0,3,3,1,0,0,0,0
14586,14586,0,3,1,1,0,0,0,0
14587,14587,0,1,2,3,1,0,0,0
14588,14588,3,2,3,4,0,0,0,0
14589,14589,3,1,1,2,0,0,0,0
14590,14590,1,2,1,3,0,0,0,0
14591,14591,1,2,1,1,0,0,0,0
14592,14592,5,1,0,2,0,0,0,0
14593,14593,2,1,0,1,0,0,0,0
14594,14594,0,1,4,3,0,1,0,0
14595,14595,0,0,2,0,0,0,0,0
14597,14597,2,3,2,2,0,0,0,0
14598,14598,1,3,2,1,0,0,0,0
14599,14599,3,1,1,4,0,0,0,1
14600,14600,0,0,1,1,0,0,0,0
14601,14601,6,2,1,2,0,0,0,1
14602,14602,2,0,1,2,0,0,0,0
14603,14603,1,2,2,2,0,0,0,0
14605,14605,1,1,3,1,0,0,0,0
14606,14606,2,2,1,2,0,0,0,0
14607,14607,4,1,1,1,0,1,0,0
14608,14608,1,0,1,1,0,0,0,0
14609,14609,0,0,3,2,0,0,0,0
14610,14610,2,1,1,2,0,0,0,0
14611,14611,2,4,1,0,0,0,0,0
14612,14612,0,2,1,6,0,0,0,0
14613,14613,3,0,2,3,0,0,0,0
14614,14614,3,1,1,1,0,0,0,0
14615,14615,1,2,2,1,0,0,0,0
14616,14616,1,0,2,1,0,0,0,0
14617,14617,1,0,1,4,0,0,0,0
14618,14618,1,0,2,3,0,1,0,0
14619,14619,2,0,3,4,0,1,0,0
14620,14620,2,6,5,2,0,0,0,0
14621,14621,3,3,3,2,0,1,0,0
14622,14622,0,4,2,1,0,0,0,0
14623,14623,2,1,4,3,0,0,0,0
14624,14624,2,2,2,1,0,0,0,0
14625,14625,3,0,0,2,0,0,0,0
14626,14626,0,0,2,2,0,0,0,0
14627,14627,2,1,3,1,0,0,0,0
14628,14628,2,0,1,0,0,0,0,0
14629,14629,3,1,0,0,0,0,0,0
14630,14630,3,1,1,1,0,1,0,0
14631,14631,4,2,2,0,0,0,0,0
14632,14632,3,0,0,5,0,0,0,0
14633,14633,4,1,2,2,0,1,0,0
14634,14634,0,0,2,4,0,0,0,0
14635,14635,1,2,2,4,0,0,0,0
14636,14636,0,1,2,3,0,0,0,0
14637,14637,1,1,2,0,0,0,0,0
14638,14638,1,1,3,4,0,0,0,0
14639,14639,1,2,6,2,0,0,0,0
14640,14640,0,1,1,1,0,0,0,0
14641,14641,2,1,4,5,0,0,0,0
14642,14642,1,3,3,3,0,0,0,0
14643,14643,0,1,0,1,0,0,0,0
14644,14644,3,0,5,0,0,0,0,0
14645,14645,0,2,2,2,0,0,0,0
14646,14646,0,2,2,2,0,0,0,0
14647,14647,0,1,2,1,0,0,0,0
14648,14648,2,1,1,2,0,1,0,0
14649,14649,0,0,1,1,0,0,1,0
14650,14650,1,2,4,3,0,0,0,0
14651,14651,3,1,1,1,0,0,0,0
14652,14652,3,0,1,4,0,1,0,0
14653,14653,2,1,2,4,0,0,0,1
14654,14654,2,1,1,0,0,0,0,0
14655,14655,1,0,1,2,0,0,0,0
14656,14656,4,1,1,2,0,0,0,0
14657,14657,0,2,2,2,0,0,0,0
14658,14658,2,0,2,1,0,0,0,0
14659,14659,1,1,3,3,0,1,0,0
14660,14660,0,2,1,1,0,0,0,1
14661,14661,1,2,1,4,1,0,0,0
14662,14662,2,1,1,3,0,0,0,0
14663,14663,1,0,1,2,0,0,0,0
14664,14664,1,2,3,2,0,0,0,0
14665,14665,2,0,2,2,0,0,0,0
14666,14666,3,1,3,5,0,0,0,0
14667,14667,5,1,1,2,0,0,0,0
14668,14668,2,3,2,3,0,0,0,0
14669,14669,2,1,1,3,0,0,0,0
14670,14670,3,0,0,3,0,0,0,0
14671,14671,0,2,3,4,1,1,0,0
14672,14672,1,0,2,2,0,0,0,0
14673,14673,3,4,3,2,0,1,0,0
14675,14675,1,0,1,1,0,0,0,0
14676,14676,3,1,1,2,0,0,0,0
14677,14677,2,3,1,3,0,0,0,0
14678,14678,1,0,3,3,0,0,0,0
14679,14679,0,0,2,3,0,0,0,0
14680,14680,2,2,4,3,1,0,0,0
14681,14681,1,1,3,2,0,0,0,0
14682,14682,5,0,1,3,0,0,0,0
14683,14683,1,0,2,1,0,0,0,0
14684,14684,1,0,2,4,0,0,0,0
14685,14685,0,2,2,1,0,0,0,0
14686,14686,1,0,5,3,0,0,0,0
14687,14687,0,1,0,3,0,0,0,0
14688,14688,2,1,0,1,0,0,0,0
14689,14689,1,1,4,4,0,0,0,0
14690,14690,1,0,1,4,0,0,0,0
14691,14691,3,1,0,1,0,0,0,0
14692,14692,3,0,1,0,0,0,0,0
14694,14694,0,0,4,4,0,1,0,0
14695,14695,0,0,1,3,0,0,0,0
14696,14696,0,1,0,2,0,0,0,0
14697,14697,4,0,0,1,0,0,0,0
14698,14698,1,3,2,0,0,0,0,0
14699,14699,1,0,1,2,0,0,0,0
14700,14700,2,4,1,1,0,0,0,0
14701,14701,0,0,1,2,0,0,0,0
14702,14702,5,0,0,2,0,0,0,0
14703,14703,3,1,1,5,0,1,0,0
14704,14704,2,1,2,2,0,0,0,0
14705,14705,1,4,1,2,0,0,0,0
14706,14706,4,0,0,2,0,0,0,0
14707,14707,3,1,2,2,0,0,0,0
14708,14708,2,0,2,2,0,0,0,0
14709,14709,1,0,0,2,0,0,0,0
14710,14710,3,0,1,3,0,1,0,0
14711,14711,2,1,2,4,0,1,0,0
14712,14712,2,1,4,4,1,0,0,0
14713,14713,2,1,0,2,0,1,0,0
14714,14714,0,0,1,1,0,0,0,0
14715,14715,2,0,0,5,0,0,0,0
14716,14716,3,2,1,4,0,0,0,0
14717,14717,2,3,2,1,0,0,0,0
14718,14718,1,3,1,1,0,0,0,0
14719,14719,0,3,2,1,0,0,0,0
14720,14720,2,0,1,4,0,0,0,0
14721,14721,1,1,4,1,0,0,0,0
14722,14722,1,3,0,3,0,0,0,0
14723,14723,2,2,2,0,1,0,0,0
14724,14724,1,1,4,4,0,1,0,0
14725,14725,0,0,3,2,0,0,0,0
14726,14726,3,2,1,1,0,0,0,0
14727,14727,0,1,1,1,0,0,0,0
14728,14728,4,0,0,1,0,0,0,0
14729,14729,1,1,0,2,0,0,0,0
14730,14730,2,1,2,1,0,0,0,0
14731,14731,2,0,4,4,0,0,0,0
14732,14732,1,0,1,1,0,1,0,0
14733,14733,2,4,4,3,0,0,0,0
14734,14734,2,2,1,2,0,0,0,0
14735,14735,0,3,0,2,0,0,0,0
14736,14736,1,3,1,3,0,0,0,0
14737,14737,2,2,2,3,0,0,0,1
14738,14738,1,0,5,2,0,0,0,0
14739,14739,2,1,4,3,0,0,0,0
14740,14740,0,0,1,3,0,0,0,0
14741,14741,1,2,2,1,0,0,0,0
14742,14742,3,0,2,2,0,0,0,0
14743,14743,1,1,1,2,0,0,0,0
14744,14744,5,0,2,2,0,0,0,0
14745,14745,0,1,1,1,0,0,0,0
14746,14746,2,2,4,2,0,0,0,0
14747,14747,1,2,3,1,0,0,0,0
14748,14748,1,1,0,1,0,0,0,0
14749,14749,0,1,2,1,0,0,0,0
14750,14750,1,1,1,3,0,0,0,0
14751,14751,1,1,1,2,1,0,0,0
14752,14752,0,1,3,2,0,0,0,0
14753,14753,1,0,2,4,0,0,1,0
14754,14754,2,2,3,2,1,1,0,0
14755,14755,1,1,1,5,0,0,0,0
14756,14756,2,1,0,2,0,0,0,0
14757,14757,0,2,2,1,0,0,0,0
14758,14758,6,0,2,1,0,0,0,0
14759,14759,0,6,1,0,0,0,0,0
14760,14760,4,2,1,1,0,0,1,0
14761,14761,2,1,1,3,0,0,0,0
14762,14762,0,0,0,3,0,0,0,0
14763,14763,1,3,4,3,0,1,0,0
14764,14764,4,2,1,1,0,0,0,0
14765,14765,3,1,2,2,0,0,0,0
14766,14766,3,0,0,1,0,0,0,0
14767,14767,0,2,2,2,0,0,0,0
14768,14768,2,3,1,0,0,0,0,0
14769,14769,2,0,1,2,0,0,0,0
14770,14770,1,1,1,0,0,0,0,0
14771,14771,3,1,1,2,0,1,0,0
14772,14772,1,0,1,3,0,1,0,0
14773,14773,2,1,1,1,0,1,0,0
14774,14774,0,3,0,0,0,0,0,0
14775,14775,3,1,2,3,0,0,0,0
14776,14776,2,0,2,3,0,0,0,0
14777,14777,1,1,1,4,0,0,0,0
14778,14778,1,0,3,4,0,0,0,0
14779,14779,1,2,2,2,0,0,0,1
14780,14780,0,6,3,2,0,0,0,0
14781,14781,2,1,2,2,0,0,0,0
14782,14782,1,3,0,2,0,0,0,0
14783,14783,2,0,2,1,0,0,0,0
14784,14784,1,0,1,2,0,0,0,0
14785,14785,2,3,2,1,0,0,0,0
14786,14786,3,0,3,3,0,0,0,0
14787,14787,2,2,2,1,0,0,0,0
14788,14788,1,2,2,1,0,0,0,0
14789,14789,4,0,1,2,0,0,0,0
14790,14790,4,0,3,1,0,1,0,0
14791,14791,1,1,2,1,0,0,0,0
14792,14792,1,0,2,3,0,1,0,0
14793,14793,4,1,2,4,0,1,0,0
14794,14794,3,0,2,2,0,0,0,0
14795,14795,1,1,2,2,0,0,0,0
14796,14796,1,1,2,3,0,0,0,0
14797,14797,2,1,2,2,0,0,0,0
14798,14798,0,2,2,2,0,0,0,0
14799,14799,2,0,2,2,0,1,0,0
14800,14800,1,0,1,4,0,1,0,0
14801,14801,3,2,3,2,0,0,0,0
14802,14802,3,0,0,1,0,0,0,0
14804,14804,4,3,2,2,0,1,0,0
14805,14805,1,1,1,5,0,0,0,0
14806,14806,0,2,3,3,1,0,0,0
14807,14807,3,1,1,3,0,0,0,0
14808,14808,3,2,2,1,0,0,0,0
14809,14809,4,0,1,1,0,1,0,0
14810,14810,1,2,3,5,0,1,0,0
14811,14811,2,0,1,1,0,0,0,0
14812,14812,3,0,2,5,0,1,0,0
14813,14813,3,1,0,4,0,0,0,0
14814,14814,0,1,1,1,0,0,0,0
14815,14815,2,1,3,3,0,0,0,0
14816,14816,2,0,0,1,0,1,0,0
14817,14817,1,0,1,1,0,0,0,0
14818,14818,0,2,1,1,0,0,0,0
14819,14819,0,2,0,5,0,0,0,0
14820,14820,0,0,2,0,0,0,0,0
14821,14821,0,2,1,2,1,1,0,0
14822,14822,3,0,2,1,0,0,0,0
14823,14823,4,1,1,1,0,0,0,0
14824,14824,2,0,1,3,1,1,0,0
14825,14825,3,0,0,2,0,0,0,0
14826,14826,3,0,4,1,0,0,0,0
14827,14827,2,1,1,3,0,0,0,0
14828,14828,0,1,3,3,0,0,0,0
14829,14829,0,1,2,3,0,0,0,0
14830,14830,0,2,3,1,0,0,0,0
14831,14831,3,1,4,2,0,0,0,0
14832,14832,2,0,2,4,0,0,0,0
14833,14833,0,2,0,0,0,0,0,0
14834,14834,3,2,3,3,1,0,0,0
14835,14835,3,0,2,2,0,0,0,0
14836,14836,2,2,1,2,0,0,0,0
14837,14837,0,2,2,4,0,0,0,0
14838,14838,1,3,3,3,0,0,0,0
14839,14839,1,2,0,1,0,0,0,0
14840,14840,2,1,0,4,0,0,0,0
14841,14841,1,2,3,4,0,0,0,0
14842,14842,0,1,2,2,0,0,0,0
14843,14843,1,1,1,2,0,0,0,0
14844,14844,2,1,2,4,0,0,0,0
14845,14845,1,2,3,1,0,0,0,0
14846,14846,2,2,4,4,0,0,0,0
14847,14847,3,1,3,2,0,0,0,0
14848,14848,1,4,2,2,0,0,0,0
14849,14849,1,0,1,0,0,0,0,0
14850,14850,3,0,1,2,0,0,0,0
14851,14851,2,1,1,5,0,0,0,0
14852,14852,0,0,2,2,1,0,0,0
14853,14853,1,1,3,1,0,0,0,0
14854,14854,1,1,2,3,0,1,0,0
14855,14855,2,1,2,3,0,0,0,1
14856,14856,2,2,3,2,0,0,0,0
14857,14857,3,2,2,1,0,0,0,0
14858,14858,2,1,3,5,0,0,0,0
14859,14859,1,2,4,3,1,0,0,0
14860,14860,3,0,2,1,0,1,0,0
14861,14861,2,2,1,1,0,0,0,0
14862,14862,2,3,2,2,0,0,0,0
14863,14863,0,0,0,2,0,0,0,0
14864,14864,2,0,0,1,0,0,0,0
14865,14865,3,1,3,2,0,0,0,0
14866,14866,1,0,1,1,0,0,0,0
14867,14867,1,2,1,4,0,0,1,0
14868,14868,2,0,1,3,0,0,0,0
14869,14869,3,0,3,5,0,0,0,0
14870,14870,1,1,3,1,0,0,0,0
14871,14871,1,2,2,1,0,0,0,0
14872,14872,1,2,1,3,0,1,0,0
14873,14873,4,1,2,1,0,0,0,0
14874,14874,0,2,2,2,1,0,0,0
14875,14875,4,3,1,3,0,0,0,0
14876,14876,1,1,1,1,0,0,0,0
14877,14877,2,3,3,0,0,0,0,0
14878,14878,1,1,0,3,0,0,0,0
14879,14879,2,2,3,1,0,0,0,0
14880,14880,0,1,1,1,0,0,0,0
14881,14881,1,1,2,3,0,1,0,0
14882,14882,2,1,1,3,0,0,0,0
14883,14883,2,3,4,1,0,0,0,0
14884,14884,1,1,3,5,1,0,0,0
14885,14885,2,1,1,2,0,1,0,0
14886,14886,0,4,1,2,0,0,0,0
14887,14887,0,0,0,1,0,1,0,0
14888,14888,4,2,1,2,0,0,0,0
14889,14889,2,1,2,3,0,0,0,0
14890,14890,1,2,0,3,0,0,0,0
14891,14891,0,2,3,1,0,0,0,0
14892,14892,2,2,1,2,0,0,0,0
14893,14893,1,3,3,2,0,0,0,0
14894,14894,0,0,1,2,0,0,0,0
14895,14895,1,0,0,1,0,0,0,0
14896,14896,4,2,2,0,0,0,0,0
14897,14897,2,1,2,4,1,1,0,0
14898,14898,3,3,1,1,0,0,0,0
14899,14899,0,0,2,2,0,0,0,0
14900,14900,0,2,2,3,0,0,0,0
14901,14901,3,2,0,1,0,0,0,0
14902,14902,1,2,4,1,0,0,0,0
14903,14903,2,2,0,0,0,0,0,0
14904,14904,2,2,5,4,0,0,0,0
14905,14905,1,0,1,1,0,0,0,0
14906,14906,0,2,2,0,0,0,0,0
14907,14907,2,2,1,1,0,0,0,0
14908,14908,2,2,0,3,0,0,0,0
14909,14909,1,1,2,3,0,0,0,0
14910,14910,4,2,3,2,1,0,0,0
14911,14911,1,1,1,0,0,0,0,0
14912,14912,2,1,4,0,0,0,0,0
14913,14913,6,0,1,1,0,0,0,0
14914,14914,3,1,1,1,0,0,0,0
14915,14915,3,5,4,2,0,0,0,0
14916,14916,2,2,1,2,0,0,0,0
14917,14917,3,1,2,3,0,0,0,0
14918,14918,0,3,3,1,0,0,0,0
14919,14919,0,1,1,2,0,0,0,0
14921,14921,1,2,1,4,0,0,0,0
14922,14922,1,5,2,0,0,0,0,0
14923,14923,2,2,3,2,0,0,0,0
14924,14924,0,0,3,1,0,0,0,0
14925,14925,3,1,1,2,0,0,0,0
14926,14926,0,1,4,2,0,0,0,0
14927,14927,1,2,4,3,0,0,1,0
14928,14928,2,1,2,4,0,0,0,0
14929,14929,0,2,2,2,0,0,0,0
14930,14930,1,0,2,4,0,0,0,0
14931,14931,0,2,2,1,0,0,0,0
14932,14932,3,2,4,3,0,0,0,0
14933,14933,3,3,1,0,1,0,0,0
14934,14934,2,1,2,3,0,1,0,0
14935,14935,2,0,0,1,0,0,0,0
14936,14936,0,1,1,2,0,0,0,1
14937,14937,0,0,2,0,0,0,0,0
14938,14938,1,1,1,2,0,0,0,0
14939,14939,0,0,2,3,0,0,0,0
14940,14940,1,1,1,3,1,0,0,0
14941,14941,0,1,2,4,0,0,1,0
14942,14942,2,0,1,1,0,0,0,0
14943,14943,2,0,0,3,0,0,1,0
14944,14944,0,0,1,3,0,0,0,0
14945,14945,1,0,3,3,0,1,0,0
14946,14946,1,2,0,2,0,0,0,0
14947,14947,0,2,2,1,0,0,0,0
14948,14948,1,0,2,2,0,1,0,0
14949,14949,2,0,3,3,0,0,1,0
14950,14950,0,2,3,4,1,0,0,0
14951,14951,0,1,2,0,0,0,0,0
14952,14952,3,0,1,3,0,0,0,0
14953,14953,2,1,3,3,0,0,0,0
14954,14954,5,1,0,0,0,0,0,0
14955,14955,2,2,2,3,0,0,0,0
14956,14956,0,1,2,4,0,0,0,0
14957,14957,2,0,2,3,0,0,0,0
14958,14958,1,1,1,3,1,0,0,0
14959,14959,0,0,0,2,0,0,0,0
14960,14960,3,0,1,2,0,0,0,0
14961,14961,1,1,3,2,1,0,0,0
14962,14962,2,2,1,4,0,0,0,0
14963,14963,1,3,4,5,0,0,0,0
14964,14964,2,2,1,2,0,0,0,0
14965,14965,2,4,2,3,0,0,0,0
14966,14966,0,2,1,2,0,0,0,0
14967,14967,5,0,1,2,0,0,0,0
14968,14968,3,0,3,3,0,0,0,0
14969,14969,1,0,2,2,0,0,0,0
14970,14970,3,1,3,1,0,0,0,0
14971,14971,1,1,3,3,0,0,0,0
14972,14972,1,2,0,4,0,0,0,0
14973,14973,2,1,0,2,0,0,0,0
14974,14974,5,2,2,4,0,1,0,0
14975,14975,1,0,1,1,0,0,0,0
14976,14976,0,1,2,1,0,0,0,0
14977,14977,2,0,0,0,0,0,1,0
14978,14978,2,0,2,1,0,0,0,0
14979,14979,3,4,5,3,1,0,0,0
14980,14980,3,0,4,0,0,0,0,0
14981,14981,1,0,3,3,0,0,0,0
14982,14982,0,0,2,2,0,0,0,0
14983,14983,0,0,2,0,0,0,0,0
14984,14984,0,0,3,1,0,0,0,0
14985,14985,0,3,2,4,0,0,0,0
14986,14986,1,1,2,2,0,0,0,0
14987,14987,2,0,2,0,0,0,0,0
14988,14988,1,1,3,2,0,0,0,0
14989,14989,3,0,1,2,0,1,0,0
14990,14990,1,1,2,2,0,0,0,0
14992,14992,1,1,0,1,0,0,0,0
14993,14993,1,2,3,3,0,1,0,0
14994,14994,2,4,2,4,0,0,0,0
14995,14995,2,1,3,3,0,1,0,0
14996,14996,0,2,2,4,1,0,0,0
14997,14997,0,3,2,1,1,0,0,0
14998,14998,0,2,2,2,0,0,0,0
14999,14999,1,0,2,1,0,0,0,0
15000,15000,5,2,0,1,0,0,0,0
15001,15001,2,0,2,2,0,1,0,0
15002,15002,2,1,0,1,0,0,0,0
15003,15003,2,0,0,1,0,0,0,0
15004,15004,1,2,2,1,0,0,0,0
15005,15005,2,1,0,4,0,0,0,0
15006,15006,1,0,3,1,0,0,0,0
15007,15007,1,0,1,1,0,1,1,0
15008,15008,3,2,3,1,0,1,0,0
15009,15009,0,1,0,3,0,0,0,0
15010,15010,1,1,1,2,0,0,0,0
15011,15011,1,2,4,2,1,1,0,0
15012,15012,2,0,0,2,0,0,0,0
15013,15013,0,0,2,3,0,0,0,0
15014,15014,2,1,1,3,0,0,0,0
15015,15015,2,1,1,4,0,0,0,0
15016,15016,1,1,3,2,0,1,0,0
15017,15017,0,1,3,2,0,0,0,0
15018,15018,7,4,2,0,0,0,0,0
15019,15019,1,0,0,2,0,0,0,0
15020,15020,1,1,4,3,0,2,0,0
15021,15021,0,2,0,2,0,0,0,0
15022,15022,0,1,3,3,0,0,0,0
15023,15023,0,0,3,2,0,0,0,0
15024,15024,4,0,0,0,0,0,0,0
15025,15025,2,1,0,2,0,0,0,0
15026,15026,0,0,3,2,0,0,0,0
15027,15027,1,1,2,0,0,0,0,0
15028,15028,2,0,0,2,0,1,0,0
15029,15029,0,0,1,1,0,0,0,0
15030,15030,2,2,1,3,0,0,0,0
15031,15031,1,1,0,2,0,0,0,0
15032,15032,2,0,4,2,0,0,0,0
15033,15033,0,0,1,1,0,0,0,0
15034,15034,1,0,2,3,0,0,0,0
15035,15035,2,2,1,3,0,0,0,0
15036,15036,1,1,3,2,0,1,0,0
15037,15037,0,0,2,3,0,0,0,0
15038,15038,2,1,4,0,0,0,0,0
15039,15039,4,2,2,3,0,0,0,0
15040,15040,0,1,1,3,0,0,0,0
15041,15041,0,2,1,3,0,0,0,0
15042,15042,2,0,2,3,0,0,0,1
15043,15043,4,2,2,0,0,0,0,0
15044,15044,2,1,1,2,0,0,0,0
15045,15045,3,2,1,3,0,0,0,0
15046,15046,1,1,0,1,0,1,0,0
15047,15047,0,1,3,4,0,0,0,0
15048,15048,1,3,0,1,0,0,0,0
15049,15049,1,1,1,1,0,0,0,0
15050,15050,1,1,5,3,0,0,0,0
15051,15051,1,1,2,2,0,0,0,0
15052,15052,3,2,0,4,0,0,0,0
15053,15053,4,3,1,1,0,0,0,0
15054,15054,0,0,3,1,0,0,0,0
15055,15055,1,2,0,2,1,0,0,0
15056,15056,3,2,3,4,0,0,0,0
15057,15057,2,0,4,4,0,1,0,0
15058,15058,1,2,3,1,0,0,0,0
15059,15059,1,4,1,3,0,0,0,0
15060,15060,2,1,3,0,0,0,0,0
15061,15061,1,1,2,3,0,0,0,0
15062,15062,1,1,3,2,1,0,0,0
15063,15063,2,0,2,2,0,1,0,0
15064,15064,1,0,1,2,0,0,0,0
15065,15065,1,1,3,3,0,1,1,0
15066,15066,1,1,0,5,0,0,0,0
15067,15067,0,1,1,2,0,0,0,0
15068,15068,1,1,4,4,0,1,0,0
15069,15069,5,1,1,4,0,1,0,0
15070,15070,1,2,2,1,0,0,0,0
15071,15071,0,1,4,2,0,0,0,0
15072,15072,0,0,2,2,0,1,0,1
15073,15073,0,2,1,3,0,0,0,0
15074,15074,3,1,1,1,0,0,0,0
15075,15075,0,0,3,3,0,1,0,0
15076,15076,2,0,1,1,0,0,0,0
15077,15077,1,1,2,1,0,0,0,0
15078,15078,2,1,2,2,0,0,0,1
15079,15079,1,2,1,1,1,0,0,0
15080,15080,0,1,3,1,0,0,0,0
